,REF,Company (Manufacturer),Company Location,Review Date,Country of Bean Origin,Specific Bean Origin or Bar Name,Cocoa Percent,Ingredients,Most Memorable Characteristics,Rating,Company Location PT
2355,1864,"Smooth Chocolator, The",Australia,2016,Vietnam,Tien Giang,"0,7","3- B,S,C","creamy, molasses, off note","3,0",Austrália
2356,1940,"Smooth Chocolator, The",Australia,2017,Dominican Republic,"Oko Caribe, DOR005","0,7","3- B,S,C","cherry, rich choco","3,5",Austrália
2357,1952,"Smooth Chocolator, The",Australia,2017,Haiti,"Pisa, batch HA102","0,7","3- B,S,C","complex, earthy, melon","3,5",Austrália
2358,502,Snake & Butterfly,USA,2010,Ecuador,Ecuador,"0,68","3- B,S,C","fudgey then spicy, vanilla","3,25",EUA
2359,502,Snake & Butterfly,USA,2010,Madagascar,Madagascar,"0,68","3- B,S,C","mild cocoa, fruity","3,0",EUA
2360,693,Snake & Butterfly,USA,2011,Ghana,Ghana,"0,67","3- B,S,C","perfume, strong chemical","1,5",EUA
2361,2112,Soeka,Netherlands,2018,Sulawesi,Sulawesi,"0,66","3- B,S*,C","nuts, fruit, cocoa","3,25",Holanda
2362,1968,Soklet,India,2017,India,India,"0,7","3- B,S,C","grassy, hammy","2,75",Índia
2363,1518,Sol Cacao,USA,2015,Madagascar,Madagascar,"0,72","2- B,S","tangy, sour, intense","3,0",EUA
2364,1812,Sol Cacao,USA,2016,Ecuador,"Ecuador, Batch 1","0,7","2- B,S","intense, simple, floral, earthy","3,5",EUA
2365,1840,Solkiki,UK,2016,Dominican Republic,"Castillo, Hispaniola, unroasted","0,85","2- B,S","sticky, hammy, bitter","2,75",Reino Unido
2366,1840,Solkiki,UK,2016,Peru,"Maranon, Fortunato No. 4","0,68","2- B,S","sticky, sandy, pungent","2,75",Reino Unido
2367,2366,Solkiki,UK,2019,Philippines,"Kablon Farms, Red Pod, 2018 harvest","0,7","3- B,S,C","intense, dirty,floral,medicinal","2,5",Reino Unido
2368,1792,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island,"0,7","2- B,S","sweet, roasty, spicy","3,25",Nova Zelândia
2369,1796,Solomons Gold,New Zealand,2016,Solomon Islands,Solomon Island w/ nibs,"0,75","2- B,S","spicy, roasted, fresh nibs","3,25",Nova Zelândia
2370,1161,Solstice,USA,2013,Blend,Wasatch,"0,7","3- B,S,C","creamy, nutty, cocoa","3,5",EUA
2371,1161,Solstice,USA,2013,Bolivia,Bolivia,"0,7","2- B,S","intense, leathery, cocoa","3,25",EUA
2372,1161,Solstice,USA,2013,Peru,San Martin,"0,7","3- B,S,C","molasses, grape, sour","3,25",EUA
2373,1157,Solstice,USA,2013,Madagascar,Sambirano,"0,7","2- B,S","dry, molasses, sour","3,0",EUA
2374,1157,Solstice,USA,2013,Venezuela,Amazonas,"0,7","2- B,S","dairy, cheese, molasses","3,0",EUA
2375,1335,Solstice,USA,2014,Uganda,Bundibugyo,"0,7","3- B,S,C","molasses, licorice, muted","3,0",EUA
2376,1992,Solstice,USA,2017,Tanzania,Kilombero,"0,7","3- B,S,C","sticky, strong molasses","3,25",EUA
2377,2068,Solstice,USA,2018,India,Anamalai,"0,7","3- B,S,C","molasses undertone, tangy","3,25",EUA
2378,2660,Solstice,USA,2021,Vietnam,"Dak Nong, Lot 103120","0,7","3- B,S,C","molasses, raisins, astringent","3,5",EUA
2379,387,Soma,Canada,2009,Madagascar,Madagascar,"0,7","3- B,S,C","subtle red berry, complex","3,75",Canadá
2380,387,Soma,Canada,2009,Venezuela,Ocumare,"0,7","3- B,S,C",black tea,"3,75",Canadá
2381,377,Soma,Canada,2009,Ghana,Africa,"0,7","3- B,S,C","earthy, woody, vegetal","3,5",Canadá
2382,387,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,"0,7","3- B,S,C","smokey, mushroom, woodsy","3,5",Canadá
2383,377,Soma,Canada,2009,Dominican Republic,Hispaniola,"0,7","3- B,S,C","sticky, few grits, mild fruit,sour","3,0",Canadá
2384,387,Soma,Canada,2009,Dominican Republic,Conacado,"0,7","3- B,S,C","slow to develop, nutty","3,0",Canadá
2385,607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru","0,7","3- B,S,C","complex, nut, dried fruit, earth","3,75",Canadá
2386,676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)","0,7","3- B,S,C","strawberry, cocoa, nutty","4,0",Canadá
2387,676,Soma,Canada,2011,Peru,Peruvian,"0,64","3- B,S,C","complex,spice,caramel,cocoa","4,0",Canadá
2388,682,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science","0,7","3- B,S,C","dried fruit, tart","3,75",Canadá
2389,676,Soma,Canada,2011,Bolivia,"Alto Beni, Wild Bolivian","0,7","3- B,S,C","earthy, mild tannic, woody","3,5",Canadá
2390,688,Soma,Canada,2011,Venezuela,Chuao,"0,7","3- B,S,C","strawberry, green mint","3,5",Canadá
2391,676,Soma,Canada,2011,Grenada,"Grenada, Black Science","0,7","3- B,S,C","super temper,astringent, burn","2,75",Canadá
2392,867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06","0,7","3- B,S,C","creamy, raisin, lemon","4,0",Canadá
2393,867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend","0,7","3- B,S,C","creamy, complex, peanut","4,0",Canadá
2394,833,Soma,Canada,2012,U.S.A.,O'ahu Island,"0,7","3- B,S,C","cranberries, cocoa","3,75",Canadá
2395,951,Soma,Canada,2012,Venezuela,"Carenero Superior, batch CS2","0,7","3- B,S,C","intense, rich burnt caramel","3,75",Canadá
2396,951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1","0,7","3- B,S,C","sandy, earthy, tangy wine","3,5",Canadá
2397,967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1","0,7","3- B,S,C","smoke,tobacco,black pepper","3,5",Canadá
2398,983,Soma,Canada,2012,Papua New Guinea,Papua New Guinea,"0,85","3- B,S,C","mild smoke, fruit, mild burnt","3,5",Canadá
2399,817,Soma,Canada,2012,Haiti,Noula Coop,"0,7","3- B,S,C","uneven, grassy, roasty","3,25",Canadá
2400,1077,Soma,Canada,2013,Blend,"Crazy 88, Guat., D.R., Peru, Mad., PNG","0,88","3- B,S,C","pronounced berry,mild smoke","4,0",Canadá
2401,1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia","0,7","3- B,S,C","delicate, nutty, cocoa, dairy","4,0",Canadá
2402,1081,Soma,Canada,2013,Blend,"Equator, Peru, Dom. Rep","0,67","3- B,S,C","roasted nuts, burnt brownie","4,0",Canadá
2403,1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch bh1","0,7","3- B,S,C","floral, berry, clove","4,0",Canadá
2404,1019,Soma,Canada,2013,Dominican Republic,"Rizek Cacao, batch DR 12","0,77","3- B,S,C","smoke, burnt caramel, citrus","3,75",Canadá
2405,1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,"0,7","3- B,S,C","creamy, brownie mix, roasty","3,75",Canadá
2406,1077,Soma,Canada,2013,Venezuela,Patanemo,"0,7","3- B,S,C","nutty, chocolate ice cream","3,75",Canadá
2407,1030,Soma,Canada,2013,Indonesia,Java,"0,7","3- B,S,C","creamy, smokey, some fruit","3,25",Canadá
2408,1077,Soma,Canada,2013,Blend,Chef's Blend,"0,7","3- B,S,C","grassy, dairy, mild fatty","3,25",Canadá
2409,1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1","0,7","3- B,S,C","creamy, nutty, roasty","3,25",Canadá
2410,1073,Soma,Canada,2013,Peru,"Apurimac, El Quinacho Co-op","0,7","3- B,S,C","creamy, medicinal, mild fruit","2,75",Canadá
2411,1259,Soma,Canada,2014,Peru,Maranon Canyon,"0,7","3- B,S,C","creamy, sour orange","3,75",Canadá
2412,1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1","0,7","3- B,S,C","creamy, smokey, rich cocoa","3,75",Canadá
2413,1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa","0,7","3- B,S,C","basic chocolate, accessible","3,5",Canadá
2414,1307,Soma,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas","0,8","3- B,S,C","robust, nutty, brownie","3,5",Canadá
2415,1307,Soma,Canada,2014,Nicaragua,La Dalia,"0,7","3- B,S,C","spicy, woodsy","3,25",Canadá
2416,1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador","0,7","3- B,S,C","tart, mild sour","3,25",Canadá
2417,1594,Soma,Canada,2015,Venezuela,Porcelana,"0,75","3- B,S,C","balanced, nuts, strawberry","4,0",Canadá
2418,1594,Soma,Canada,2015,Venezuela,CSB Chama,"0,7","3- B,S,C","roasted nuts, dried fruit","3,5",Canadá
2419,1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0","0,7","3- B,S,C","creamy, honey, blackberry","4,0",Canadá
2420,1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.","0,7","3- B,S,C",evolves black pepper to citrus,"3,75",Canadá
2421,1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0","0,75","3- B,S,C","banana, nutty","3,75",Canadá
2422,1820,Soma,Canada,2016,Dominican Republic,"Oko Caribe, Duarte P., Collab w Chocosol","0,62","3- B,S,C","creamy, sweet, deep choco","3,5",Canadá
2423,1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0","0,7","3- B,S,C",robust dark tropical fruit,"3,5",Canadá
2424,1828,Soma,Canada,2016,Brazil,"Bahia Black, batch bra50722.1","0,7","3- B,S,C","creamy, diluted, mild choco","3,5",Canadá
2425,1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0","0,7","3- B,S,C","nutty, banana, harsh ending","3,25",Canadá
2426,2016,Soma,Canada,2017,Colombia,Arauca,"0,7","3- B,S,C","creamy, honey, marshmallow","4,0",Canadá
2427,2016,Soma,Canada,2017,Fiji,Fiji,"0,7","3- B,S,C","creamy, roasty, woody","3,25",Canadá
2428,2242,Soma,Canada,2018,Madagascar,"Bejofo, Sambirano V., Akesson E.","0,7","3- B,S,C","creamy, acidic, balanced","4,0",Canadá
2429,2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm","0,7","3- B,S,C","nutty, cocoa","4,0",Canadá
2430,2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens","0,7","3- B,S,C","sweet edge, lemon, muted","3,0",Canadá
2431,2700,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983","0,7","3- B,S,C","cinamon, nutmeg, hot cocoa","4,0",Canadá
2432,2638,Soma,Canada,2021,Madagascar,"Bejofo, Sambirano V., Akesson, b. 6116-BEJ210324","0,7","3- B,S,C","red fruit, peanut butter, cocoa","3,5",Canadá
2433,2638,Soma,Canada,2021,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123","0,7","3- B,S,C","spice, sour malt, woody","3,5",Canadá
2434,2680,Soma,Canada,2021,Blend,Dream Machine (Mad./Dom.Rep./Ecuador),"0,62","4- B,S,C,V","sweet, cocoa, candy like","3,25",Canadá
2435,2768,Soma,Canada,2022,Uganda,"Semuliki Forest, Bundibugyo, b. 13416SEM220426","0,7","3- B,S,C","creamy,choco strawberry,vanilla","4,0",Canadá
2436,2944,Soma,Canada,2024,Tanzania,"Kokoa Kamili, Mbingu Village, b. 18170KAM241009","0,7","3- B,S,C","strawberry, choco, banana","4,0",Canadá
2437,1395,Somerville,USA,2014,U.S.A.,"Hawai'i Island, Big Island","0,7","2- B,S","intense, tannic, choco, earthy","3,5",EUA
2438,1367,Somerville,USA,2014,Nicaragua,Nicaragua,"0,7","2- B,S","earthy, dried fruit, complex","3,25",EUA
2439,1936,Soul,Canada,2017,Madagascar,Madagascar,"0,7","2- B,S","tart, sour, basic","3,5",Canadá
2440,1936,Soul,Canada,2017,Venezuela,Venezuela,"0,75","2- B,S","dry, earthy, roasty","3,5",Canadá
2441,1940,Soul,Canada,2017,Tanzania,Tanzania,"0,8","2- B,S","sticky, mild fruit, brownie","3,5",Canadá
2442,1932,Soul,Canada,2017,Dominican Republic,Dominican Republic,"0,7","2- B,S","few grits, sweet, cocoa","3,25",Canadá
2443,1936,Soul,Canada,2017,Ecuador,Ecuador,"0,75","2- B,S","dry, floral, earthy","3,25",Canadá
2444,1936,Soul,Canada,2017,Papua New Guinea,Papua New Guinea,"0,77","2- B,S","sandy, smokey, fruit, sour","3,25",Canadá
2445,793,Spagnvola,USA,2012,Dominican Republic,AgroCriso Plantation,"0,75","4- B,S,C,V","oily, floral","3,25",EUA
2446,793,Spagnvola,USA,2012,Dominican Republic,AgroCriso Plantation,"0,7","4- B,S,C,V","oily, floral, dairy","3,0",EUA
2447,793,Spagnvola,USA,2012,Dominican Republic,AgroCriso Plantation,"0,8","4- B,S,C,V","fatty, muted strawberry","3,0",EUA
2448,1434,Spencer,Australia,2014,Vanuatu,Malekula Island,"0,72","3- B,S,C","bready, sour milk, fatty","2,75",Austrália
2449,1792,Spencer,Australia,2016,Ecuador,"Ecuador, lot E432314L","0,7","3- B,S,C","floral, sandy","3,75",Austrália
2450,1792,Spencer,Australia,2016,Madagascar,"Madagascar, lot M0403R","0,7","3- B,S,C","powdery, cherry, astringent","3,75",Austrália
2451,1792,Spencer,Australia,2016,Dominican Republic,"Dominican Republic, lot D82R","0,7","3- B,S,C","spicy, chocolatey","3,5",Austrália
2452,1932,Spencer,USA,2017,Dominican Republic,Dominican Republic,"0,7","3- B,S,C","sandy, robust, grapes, malt","3,75",EUA
2453,1932,Spencer,USA,2017,Ecuador,Ecuador,"0,7","3- B,S,C","floral, astringent","3,5",EUA
2454,1932,Spencer,USA,2017,Peru,Peru,"0,7","3- B,S,C","floral, earthy, burnt rubber","2,75",EUA
2455,2684,Spinnaker,USA,2021,Madagascar,"Bejofo, Akesson, batch 10-1","0,7","2- B,S","plum, roasty undertone, sour","3,5",EUA
2456,2684,Spinnaker,USA,2021,Uganda,"Bundibugyo, Semuliki Forest, batch 9-1","0,7","2- B,S","dairy, cocoa, well balanced","3,5",EUA
2457,2684,Spinnaker,USA,2021,Belize,"Maya Mountain, Toledo District, batch 12-1","0,7","2- B,S","strong roast, tart raspberry","3,25",EUA
2458,2816,Spinnaker,USA,2023,Tanzania,"Kokoa Kamili, batch 124.1","0,7","2- B,S","smooth, strawberry, cocoa","3,5",EUA
2459,1057,Sprungli (Felchlin),Switzerland,2013,Bolivia,Alto Beni,"0,7","4- B,S,C,L","fatty, mild fruit, off note","3,0",Suíça
2460,1113,SRSLY,USA,2013,Dominican Republic,Dominican Republic,"0,7","3- B,S,L","unrefined, sweet, mild coffee","3,0",EUA
2461,1121,SRSLY,USA,2013,Dominican Republic,Dominican Republic,"0,84","3- B,S,L","gritty,intense coffee, metallic","2,25",EUA
2462,2748,Standout,Sweden,2022,Belize,"Maya Mtn, March-May 2020 harvest","0,7","2- B,S","honey, cocoa, graham","3,5",Suécia
2463,2748,Standout,Sweden,2022,India,"Idukki, GoGround, 2019 harvest","0,7","2- B,S","raisins, molasses, herbal tea","3,5",Suécia
2464,2748,Standout,Sweden,2022,Madagascar,Bejofo,"0,7","2- B,S","slow to develop, melon, earthy","3,25",Suécia
2465,1634,Starchild,USA,2015,Ecuador,"Bolivar, Arriba","0,7","4- B,S*,C,V","coconut, mild vanilla","3,0",EUA
2466,1692,Starchild,USA,2015,Dominican Republic,Hispaniola,"0,7","4- B,S*,C,V","coconut, cocoa, few grits","3,0",EUA
2467,1692,Starchild,USA,2015,Guatemala,Cacao Verapaz,"0,7","4- B,S*,C,V","dried fruit, coconut, few grits","3,0",EUA
2468,1692,Starchild,USA,2015,Nicaragua,Rio Tuma,"0,7","4- B,S*,C,V","brownie, few grits, sandy","3,0",EUA
2469,1696,Starchild,USA,2015,Madagascar,Sambirano Valley,"0,7","4- B,S*,C,V","red fruit, coconut","3,0",EUA
2470,729,Stella (aka Bernrain),Switzerland,2011,India,India,"0,72","4- B,S,C,V","peanut butter,vanilla,artificial","3,25",Suíça
2471,859,Stella (aka Bernrain),Switzerland,2012,Brazil,"Bahia, Agri-Forestal Plantation, 2010","0,68","4- B,S,C,V","creamy, vanilla, moldy","2,75",Suíça
2472,1291,Stone Grindz,USA,2014,Ecuador,"Ecuador, Midnight Dark, batch 600414","0,84","3- B,S,C","floral, hints of fruit","3,5",EUA
2473,1291,Stone Grindz,USA,2014,Ecuador,"Ecuador, Twilght Dark, batch 500414","0,7","3- B,S,C","oily surface, floral, earthy","3,5",EUA
2474,2012,Stone Grindz,USA,2017,Bolivia,"Wild Bolivia, batch 260","0,7","3- B,S,C","fatty, rubber, off notes","2,5",EUA
2475,943,StRita Supreme,USA,2012,Philippines,"Samar, East Visayas region","0,75","4- B,S,C,V","bland, earthy","2,75",EUA
2476,939,StRita Supreme,USA,2012,Philippines,"Samar, East Visayas region","0,65","4- B,S,C,V","vanilla, sweet","2,5",EUA
2477,943,StRita Supreme,USA,2012,Philippines,"Samar, East Visayas region","0,7","4- B,S,C,V","dry, sweet, vanilla(n)","2,5",EUA
2478,1157,Sublime Origins,USA,2013,Belize,Moho Valley,"0,78","2- B,S","intense, rich, dark berry","3,25",EUA
2479,1157,Sublime Origins,USA,2013,Madagascar,Sambirano,"0,67","2- B,S","molasses, sour, astringent","2,75",EUA
2480,1800,Summerbird,Denmark,2016,Peru,Peru,"0,71","5- B,S,C,V,L","powdery, vanilla, earthy","3,0",Dinamarca
2481,1800,Summerbird,Denmark,2016,Peru,Peru,"0,61","5- B,S,C,V,L","sandy, sweet, vanilla","2,5",Dinamarca
2482,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,"0,6","3- B,S,C","sticky, sweet, nutty, roasty","3,0",Venezuela
2483,1796,Suruca Chocolate,Venezuela,2016,Venezuela,Venezuela,"0,7","3- B,S,C","sticy, nutty, roasty, off notes","2,75",Venezuela
2484,1618,Svenska Kakaobolaget,Sweden,2015,Sri Lanka,Sri Lanka,"0,7","2- B,S","ham, sour, intense","2,75",Suécia
2485,2434,Svenska Kakaobolaget,Sweden,2019,Tanzania,"Kokoa Kamili, 2017 harvest","0,74","2- B,S","fruit, burnt, harsh","2,75",Suécia
2486,2776,Svenska Kakaobolaget,Sweden,2022,Peru,Ucayali,"0,72","2- B,S","complex, black licorice, pungent","3,25",Suécia
2487,2634,sweet beans,USA,2021,Trinidad,Trinidad,"0,8","3- B,S,C","herbal, tea, dried fruit","3,75",EUA
2488,2634,sweet beans,USA,2021,Uganda,Uganda,"0,77","3- B,S,C","melon, mocha","3,5",EUA
2489,2634,sweet beans,USA,2021,Honduras,Honduras,"0,72","3- B,S,C","overly roasty, spicy","3,0",EUA
2490,2634,sweet beans,USA,2021,Peru,Peru,"0,72","3- B,S,C","earthy, roasty, hammy","3,0",EUA
2491,2230,Sweet Escalier,Japan,2018,Venezuela,Chuao,"0,75","5- B,S,C,V,L","acidic, cocoa, dried fruit","3,25",Japão
2492,2234,Sweet Escalier,Japan,2018,Belize,Belize,"0,7","5- B,S,C,V,L","buttery, cheesy","3,0",Japão
2493,2242,Sweet Escalier,Japan,2018,Brazil,"Amazonas, Wild Cacao","0,7","5- B,S,C,V,L","cardboard, cheesy","3,0",Japão
2494,2234,Sweet Escalier,Japan,2018,Tanzania,Tanzania,"0,75","3- B,S,C","fatty, sour, off notes","2,75",Japão
2495,2242,Sweet Escalier,Japan,2018,Peru,San Martin,"0,7","5- B,S,C,V,L","pungent, molasses, sour","2,5",Japão
2496,2470,Sweetness,Canada,2020,Peru,Ucayali,"0,68","3- B,S,C","burnt black licorice, intense","3,25",Canadá
2497,2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,"0,73","3- B,S,C","savory lemon, ham","3,25",Canadá
2498,2474,Sweetness,Canada,2020,Mexico,Tabasco,"0,74","3- B,S,C","dried fig, earthy, dirty","3,0",Canadá
2499,761,Szanto Tibor,Hungary,2011,Venezuela,Crudo,"0,7","3- B,S,C","rustic, sugar dominates","3,0",Hungria
2500,939,Szanto Tibor,Hungary,2012,Peru,"Ayacucho, ""El Guinacho""","0,7","3- B,S,C","sweet, spicy","3,75",Hungria
2501,939,Szanto Tibor,Hungary,2012,Dominican Republic,Santo Domingo,"0,7","3- B,S,C","rustic, large unground pieces","3,25",Hungria
2502,939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,"0,7","3- B,S,C","rustic, bright fruit","3,25",Hungria
2503,1185,Szanto Tibor,Hungary,2013,Madagascar,"Autumn, Primary Harvest, 2012","0,7","3- B,S,C","light color, sandy, fruity","3,5",Hungria
2504,1185,Szanto Tibor,Hungary,2013,Madagascar,"Spring, Secondary Harvest, 2012","0,7","3- B,S,C","dark color, sandy, fruity","3,5",Hungria
2505,1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,"0,7","3- B,S,C","sour milk, hot cocoa","3,25",Hungria
2506,1263,Szanto Tibor,Hungary,2014,Cuba,Baracoa,"0,7","3- B,S,C","sandy, banana","3,75",Hungria
2507,1263,Szanto Tibor,Hungary,2014,Venezuela,Porcelana,"0,7","3- B,S,C","sandy, earthy, spice, nutty","3,5",Hungria
2508,1704,Szanto Tibor,Hungary,2015,Ecuador,"Winak, Sumaco","0,7","3- B,S,C","coarse, spicy cinnamon","3,75",Hungria
2509,1708,Szanto Tibor,Hungary,2015,Brazil,"Fazenda Sempre Firme, Bahia","0,7","3- B,S,C","rustic, earthy, tea","3,5",Hungria
2510,1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,"0,7","3- B,S,C","sweet, brownie, sour","3,25",Hungria
2511,1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,"0,88","3- B,S,C","rustic, spicy, earthy","3,25",Hungria
2512,1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,"0,7","3- B,S,C","sour orange, fatty","3,25",Hungria
2513,1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta","0,7","3- B,S,C","smokey, mild citrus","3,25",Hungria
2514,1105,Tabal,USA,2013,Peru,"Peru, batch 96","0,7","4- B,S,C,V","vanilla, fatty, vegetal, mint","3,0",EUA
2515,1101,Tabal,USA,2013,Costa Rica,"Costa Rica, batch 83","0,7","4- B,S,C,V","licorice, dried fruit, burnt fuel","2,75",EUA
2516,1101,Tabal,USA,2013,Dominican Republic,Dominican Republic,"0,7","4- B,S,C,V","oily, cardboard, sour","2,75",EUA
2517,1105,Tabal,USA,2013,Mexico,"Chiapas, Lacandon Jungle, batch 95","0,7","4- B,S,C,V","vanilla, fuel, earthy","2,5",EUA
2518,1450,Tablette (aka Vanillabeans),Japan,2015,Papua New Guinea,Papua,"0,62","5- B,S,C,V,L","creamy, smoke, ham","3,25",Japão
2519,1450,Tablette (aka Vanillabeans),Japan,2015,Vietnam,Vietnam,"0,6","5- B,S,C,V,L","vanilla, butter, caramel","3,25",Japão
2520,1450,Tablette (aka Vanillabeans),Japan,2015,Colombia,Colombia,"0,7","5- B,S,C,V,L","flat, smoke, marshmallow","3,0",Japão
2521,1680,Tablette (aka Vanillabeans),Japan,2015,Trinidad,Trinidad,"0,77","4- B,S,C,L","intense, grassy, smokey","2,75",Japão
2522,2286,Tala,Vietnam,2019,Vietnam,Vietnam,"0,75","3- B,S,C","intense cocoa, fatty, sticky","3,0",Vietnã
2523,2286,Tala,Vietnam,2019,Vietnam,Vietnam,"0,7","3- B,S,C","cocoa,sweet,fatty, cardboard","2,75",Vietnã
2524,1868,Tan Ban Skrati,Suriname,2016,Suriname,"Paramaribo, batch 20160043-01","0,7","2- B,S","earthy, floral, dry","3,25",Suriname
2525,2326,Taste Artisan,USA,2019,Peru,Piura,"0,75","3- B,S,C",fig,"4,0",EUA
2526,2326,Taste Artisan,USA,2019,Peru,Amazonas,"0,75","3- B,S,C","blackberry, dirt, high roast","3,25",EUA
2527,2262,Taste Artisan,USA,2019,Venezuela,"Chuao, batch 20170714C","0,75","4- B,S,C,V","vanilla, fatty","3,0",EUA
2528,1646,Taste Artisan aka Coleman and Davis,USA,2015,Madagascar,Sambirano,"0,75","4- B,S,C,V","berry, spices, smoke","3,0",EUA
2529,2306,Taucherli,Switzerland,2019,Mexico,Mexico,"0,7","3- B,S,C","nutty, fruit, sour, floral","3,25",Suíça
2530,2306,Taucherli,Switzerland,2019,Nicaragua,Nicaragua,"0,72","3- B,S,C","nutty, off, roasty, fatty","3,0",Suíça
2531,2566,Taylor Made,USA,2021,Haiti,"Haiti, batch 2020SEP","0,67","3- B,S,C","earthy, fatty, gritty","2,75",EUA
2532,180,Taza,USA,2007,Dominican Republic,"Dark, Stone Ground","0,7","3- B,S,C","sandy, sour banana, sweet","3,0",EUA
2533,451,Taza,USA,2009,Mexico,Chiapan,"0,75","3- B,S,C","rustic, sweet, earthy","2,75",EUA
2534,785,Taza,USA,2011,Bolivia,Alto Beni,"0,87","3- B,S,C","grainy, blueberries, bitter","3,25",EUA
2535,1271,Taza,USA,2014,Belize,Belize,"0,68","3- B,S,C","coarse, watering, sweet","3,0",EUA
2536,280,TCHO,USA,2008,Madagascar,Citrus-beta,"0,7","5- B,S,C,V,L","dry, red berry, off note","2,75",EUA
2537,199,TCHO,USA,2008,Ghana,Chocolatey-beta,"0,7","5- B,S,C,V,L","gritty,sweet,swiss miss,vanilla","2,5",EUA
2538,280,TCHO,USA,2008,Peru,Fruity-beta,"0,7","5- B,S,C,V,L","tangy, off, musty, sour","2,5",EUA
2539,284,TCHO,USA,2008,Peru,Nutty-beta,"0,7","5- B,S,C,V,L","dry, musty, flat","2,5",EUA
2540,387,TCHO,USA,2009,Blend,TCHOPro 68,"0,68","5- B,S,C,V,L","nutty, candy-like","3,0",EUA
2541,387,TCHO,USA,2009,Blend,TCHOPro 60.5,"0,6","5- B,S,C,V,L","tea, sweet, astringent","2,75",EUA
2542,915,TCHO,USA,2012,Blend,"Peru, Ecuador","0,99",,"spicy, ginger, bitter","3,25",EUA
2543,1716,TCHO,USA,2016,Blend,West Africa,"0,62","5- B,S,C,V,L","strong vanilla, sweet, fatty","2,0",EUA
2544,805,Tejas,USA,2012,Dominican Republic,Presidio,"0,7","4- B,S,C,V","molasses, caramel","3,5",EUA
2545,971,Tejas,USA,2012,Brazil,"Bahia, Floresta Azul,Good Friends Reserve#3","0,7","3- B,S,C","honey, pepper, charcoal","3,5",EUA
2546,817,Tejas,USA,2012,Ecuador,"La Bahia, w/ cane juice","0,7","4- B,S,C,V","gritty, rum, molasses","3,25",EUA
2547,825,Tejas,USA,2012,Ecuador,"La Bahia, w/ cane sugar","0,7","3- B,S,C","molasses, fruit, floral","3,25",EUA
2548,833,Tejas,USA,2012,Mexico,Espada,"0,7","3- B,S,C","molasses, caramel","3,25",EUA
2549,971,Tejas,USA,2012,Bolivia,San Jose,"0,67","3- B,S,C","green apple, sweet","3,25",EUA
2550,801,Tejas,USA,2012,Blend,"Bayou Blend, Ecuador, Mad., PNG","0,7","4- B,S,C,V","molasses, caramel, spice","3,0",EUA
2551,805,Tejas,USA,2012,Papua New Guinea,Aranama,"0,7","4- B,S,C,V","molasses, caramel, fruity","3,0",EUA
2552,829,Tejas,USA,2012,Madagascar,Capistrano*,"0,7","3- B,S,C","sticky, caramel","3,0",EUA
2553,971,Tejas,USA,2012,Venezuela,Concepcion*,"0,8","4- B,S,C,V","earthy, savory, hammy","3,0",EUA
2554,801,Tejas,USA,2012,Madagascar,Concepcion,"0,7","4- B,S,C,V","molasses, off notes","2,75",EUA
